active_days,heating_type,small_room_cnt,property_condition_type,balcony_area,trend_nmAr,nmAr,room_cnt,postcode,county,created_at,property_subtype,garden_access,view_type,elevator_type,nr,ad_view_cnt,property_type,orientation,city,property_area,property_floor,jelen_nmAr,price_created_at,building_floor_count,condition_mapping,condition_dummy,condition=_good,condition=_medium,condition=_missing_info,condition=_new_construction,condition=_novel,condition=_renewed,condition=_to_be_renovated,condition=_under_construction,heating_type=_central heating with own meter,heating_type=_district heating,heating_type=_electric,heating_type=_fan-coil,heating_type=_gas furnace,"heating_type=_gas furnace, circulating hot water",heating_type=_konvection gas burner,heating_type=_other,heating_type=_tile stove (gas),ker_code_from_postcode,time,year,month,day,daynum,ori_from_postcode,ori=_north,ori=_north-east,ori=_north-west,ori=_south,ori=_south-east,ori=_south-west,ori=_west,roman,emelet,emelet_epulet,emelet_median,tipp,tipp_arany
100.0,electric,0.0,renewed,0.0,375375.63507056085,448333.3333333333,2.0,6,Budapest,2015-10-21,1,0,3,0,193656,134.0,flat,,Budapest VI.,60.0,1,542602.5454499137,26.9,3,3,renewed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,2015-10-21,2015,10,21,254,south-east,0,0,0,0,1,0,0,VI,1.0,3.0,1.0,598588.2056768803,0.9064704922415597
35.0,district heating,2.0,good,4.0,345367.60049542633,184285.7142857143,2.0,15,Budapest,2015-06-24,2,0,4,1,100151,1092.0,flat,south-west,Budapest XV.,70.0,4,242413.5849201347,12.9,4.0,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.0,2015-06-24,2015,6,24,135,south-west,0,0,0,0,0,1,0,XV,4.0,10.0,4.0,275942.84954480396,0.8784919968755153
7.0,district heating,2.0,medium,0.0,366045.405832914,234545.45454545456,1.0,3,Budapest,2015-09-14,2,0,0,1,160130,72.0,flat,south,Budapest III.,55.0,1,291097.8095368953,12.9,10,4,medium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,2015-09-14,2015,9,14,217,south,0,0,0,1,0,0,0,III,1.0,10.0,1.0,312868.7228604154,0.930415181407465
122.0,"gas furnace, circulating hot water",1.0,novel,0.0,327967.9838090038,322222.22222222225,1.0,0,Budapest,2015-04-16,1,1,3,0,46331,760.0,flat,east,Budapest IV.,45.0,1,446345.24814659153,14.5,1,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.0,2015-04-16,2015,4,16,66,east,0,0,0,0,0,0,0,IV,1.0,1.0,1.0,542135.4566135609,0.8233094565234285
3.0,konvection gas burner,0.0,medium,0.0,348393.6207887172,312500.0,1.0,11,Budapest,2015-07-06,1,0,0,0,108269,99.0,flat,south-west,Budapest XI.,40.0,1,407499.1474669987,12.5,,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.0,2015-07-06,2015,7,6,147,south-west,0,0,0,0,0,1,0,XI,1.0,1.0,1.0,474611.0227296508,0.8585960459226829
3.0,central heating with own meter,0.0,novel,6.0,397818.6189124682,517142.85714285716,1.0,8,Budapest,2016-01-18,1,0,0,1,253611,13.0,flat,west,Budapest VIII.,35.0,4,590571.2518329389,18.1,,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8.0,2016-01-18,2016,1,18,343,west,0,0,0,0,0,0,1,VIII,4.0,4.0,4.0,635575.5676584924,0.929191243157202
28.0,konvection gas burner,0.0,good,0.0,320655.1014335508,330000.0,2.0,1,Budapest,2015-03-18,1,0,0,0,26785,390.0,flat,,Budapest I.,60.0,3,467544.1886860304,19.8,3,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,2015-03-18,2015,3,18,37,east,0,0,0,0,0,0,0,I,3.0,3.0,3.0,597288.3739731547,0.7827779830635785
113.0,konvection gas burner,0.0,novel,0.0,348141.45243094297,287500.0,2.0,0,Budapest,2015-07-05,1,0,0,0,108090,1304.0,flat,,Budapest VIII.,40.0,3,375170.7654057766,11.5,4,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8.0,2015-07-05,2015,7,5,146,east,0,0,0,0,0,0,0,VIII,3.0,4.0,3.0,482710.7322482909,0.7772165405529058
21.0,district heating,0.0,good,0.0,440435.07137631474,246153.84615384616,3.0,3,Budapest,2016-07-05,2,0,2,1,376989,158.0,flat,south-west,Budapest III.,65.0,7,253905.2080112823,16.0,,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,2016-07-05,2016,7,5,512,south-west,0,0,0,0,0,1,0,III,7.0,7.0,7.0,321517.64674868784,0.7897084672610385
34.0,"gas furnace, circulating hot water",0.0,novel,0.0,400340.3024902106,511111.1111111111,1.0,2,Budapest,2016-01-28,1,0,0,0,262817,27.0,flat,,Budapest II.,45.0,4,580006.5343988836,23.0,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2016-01-28,2016,1,28,353,east,0,0,0,0,0,0,0,II,4.0,4.0,4.0,698417.0475840563,0.8304587300742803
8.0,central heating,1.0,missing_info,7.0,365288.90075959126,326000.0,1.0,0,Budapest,2015-09-11,2,0,0,0,158448,23.0,flat,,Budapest XI.,50.0,,405441.3140273384,16.3,,6,missing_info,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,2015-09-11,2015,9,11,214,east,0,0,0,0,0,0,0,XI,10.0,10.0,2.0,474225.76260748657,0.8549542137863974
33.0,konvection gas burner,0.0,good,0.0,356463.0082374929,314285.71428571426,2.0,0,Budapest,2015-08-07,1,0,0,0,133325,29.0,flat,west,Budapest VII.,70.0,3,400550.2896200664,22.0,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,2015-08-07,2015,8,7,179,west,0,0,0,0,0,0,1,VII,3.0,3.0,3.0,426214.4587600814,0.9397857848026187
9.0,konvection gas burner,0.0,novel,4.0,374114.79328168964,294545.45454545453,2.0,0,Budapest,2015-10-16,1,0,0,0,189509,51.0,flat,south,Budapest XVI.,55.0,3,357679.72316316376,16.2,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.0,2015-10-16,2015,10,16,249,south,0,0,0,1,0,0,0,XVI,3.0,3.0,3.0,402554.394787735,0.8885251975742721
53.0,"gas furnace, circulating hot water",2.0,novel,3.0,336037.3712577795,430000.0,1.0,0,Budapest,2015-05-18,1,0,4,0,69805,320.0,flat,,Budapest III.,50.0,2,581336.7174668183,21.5,2,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,2015-05-18,2015,5,18,98,east,0,0,0,0,0,0,0,III,2.0,2.0,2.0,662227.1417901033,0.877850937814742
55.0,central heating with own meter,4.0,missing_info,0.0,345619.7688532006,246153.84615384616,3.0,3,Budapest,2015-06-25,2,0,0,0,101206,446.0,flat,,Budapest III.,65.0,,323560.0752362218,16.0,,6,missing_info,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2015-06-25,2015,6,25,136,east,0,0,0,0,0,0,0,III,10.0,10.0,2.0,341025.46000910265,0.9487856866393064
159.0,central heating with own meter,0.0,new_construction,12.0,407401.0165078893,508333.3333333333,2.0,13,Budapest,2016-02-25,1,0,1,1,286550,194.0,flat,,Budapest XIII.,60.0,3,566856.7961168205,30.5,5,7,new_construction,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,2016-02-25,2016,2,25,381,west,0,0,0,0,0,0,1,XIII,3.0,5.0,3.0,701872.761218862,0.807634698819805
40.0,central heating,0.0,good,0.0,426565.8116987315,460000.0,2.0,0,Budapest,2016-05-11,0,0,3,1,343648,117.0,flat,east,Budapest II.,50.0,2,489912.6618998436,23.0,2.0,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2016-05-11,2016,5,11,457,east,0,0,0,0,0,0,0,II,2.0,11.0,2.0,553502.874276744,0.8851131306951333
14.0,"gas furnace, circulating hot water",1.0,novel,0.0,323933.29008461593,371428.5714285714,1.0,7,Budapest,2015-03-31,1,0,3,0,35005,34.0,flat,,Budapest VII.,35.0,0,520914.6878145324,13.0,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.0,2015-03-31,2015,3,31,50,south-west,0,0,0,0,0,1,0,VII,0.0,0.0,0.0,613521.0182632944,0.8490576073320121
135.0,district heating,2.0,medium,0.0,389497.0631059183,256363.63636363635,1.0,3,Budapest,2015-12-16,2,0,0,0,236929,272.0,flat,,Budapest III.,55.0,1,299019.2259628282,14.1,,4,medium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,2015-12-16,2015,12,16,310,east,0,0,0,0,0,0,0,III,1.0,1.0,1.0,321467.99092582584,0.9301679619848143
43.0,konvection gas burner,0.0,to_be_renovated,8.0,345115.43213765207,286666.6666666667,2.0,3,Budapest,2015-06-23,1,0,1,0,99002,277.0,flat,,Budapest III.,60.0,0.5,377363.32863697,17.2,2,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,2015-06-23,2015,6,23,134,east,0,0,0,0,0,0,0,III,0.5,2.0,0.5,477549.37117713445,0.7902079898184956
22.0,central heating,1.0,good,0.0,371340.941346173,438000.0,1.0,1,Budapest,2015-10-05,1,0,2,0,177918,77.0,flat,,Budapest I.,50.0,0,535856.0687659493,21.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2015-10-05,2015,10,5,238,east,0,0,0,0,0,0,0,I,0.0,0.0,0.0,617066.6368933568,0.8683925474625158
14.0,konvection gas burner,1.0,good,0.0,398575.1239857909,387500.0,1.0,0,Budapest,2016-01-21,1,0,3,0,257033,124.0,flat,south,Budapest VII.,40.0,2,441680.67119427485,15.5,3,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,2016-01-21,2016,1,21,346,south,0,0,0,1,0,0,0,VII,2.0,3.0,2.0,484463.98827064177,0.9116893760688227
59.0,electric,0.0,renewed,0.0,404627.1645723727,383333.3333333333,1.0,13,Budapest,2016-02-14,1,0,1,0,276936,701.0,flat,west,Budapest XIII.,30.0,2,430396.19881850993,11.5,2,3,renewed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13.0,2016-02-14,2016,2,14,370,west,0,0,0,0,0,0,1,XIII,2.0,2.0,2.0,566998.7161093471,0.7590779072161197
38.0,electric,1.0,novel,0.0,434130.8624319587,597500.0,1.0,0,Budapest,2016-06-10,1,0,0,0,364160,86.0,flat,south-west,Budapest II.,40.0,0,625265.0094584045,23.9,,2,novel,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.0,2016-06-10,2016,6,10,487,south-west,0,0,0,0,0,1,0,II,0.0,0.0,0.0,666532.1662409732,0.9380867737932257
62.0,konvection gas burner,0.0,medium,3.0,388236.2213170471,234545.45454545456,2.0,18,Budapest,2015-12-11,1,0,2,0,234147,1032.0,flat,south-east,Budapest XVIII.,55.0,0,274459.2337817667,12.9,4,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.0,2015-12-11,2015,12,11,305,south-east,0,0,0,0,1,0,0,XVIII,0.0,4.0,0.0,298419.36619914946,0.9197098609163555
66.0,"gas furnace, circulating hot water",0.0,good,0.0,339819.89662439306,365000.0,2.0,0,Budapest,2015-06-02,1,0,2,0,81588,475.0,flat,,Budapest XII.,60.0,0,487967.5454023126,21.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0,2015-06-02,2015,6,2,113,south-west,0,0,0,0,0,1,0,XII,0.0,0.0,0.0,555614.3556464916,0.878248627745646
6.0,district heating,0.0,renewed,8.0,358984.6918152353,238571.42857142858,4.0,0,Budapest,2015-08-17,2,0,4,0,139641,48.0,flat,west,Budapest IV.,70.0,1,301918.2592930717,16.7,4,3,renewed,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.0,2015-08-17,2015,8,17,189,west,0,0,0,0,0,0,1,IV,1.0,4.0,1.0,364945.0643444151,0.8272978286072609
20.0,"gas furnace, circulating hot water",1.0,novel,3.0,423035.4546898922,346000.0,1.0,0,Budapest,2016-04-27,1,0,3,0,333563,112.0,flat,west,Budapest XVIII.,50.0,1,371574.7623562117,17.3,2,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18.0,2016-04-27,2016,4,27,443,west,0,0,0,0,0,0,1,XVIII,1.0,2.0,1.0,429762.126099277,0.86460564994128
44.0,"gas furnace, circulating hot water",2.0,good,0.0,428078.821845377,383076.92307692306,1.0,0,Budapest,2016-05-17,1,0,2,1,347073,423.0,flat,south-east,Budapest XIV.,65.0,0,406545.4687303085,24.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0,2016-05-17,2016,5,17,463,south-east,0,0,0,0,1,0,0,XIV,0.0,0.0,0.0,469767.98376858025,0.865417573732703
21.0,konvection gas burner,0.0,missing_info,0.0,350410.96765091113,344444.44444444444,1.0,0,Budapest,2015-07-14,1,0,0,0,114436,63.0,flat,,Budapest VII.,45.0,,446568.7931162503,15.5,,6,missing_info,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,2015-07-14,2015,7,14,155,south-west,0,0,0,0,0,1,0,VII,4.0,4.0,2.0,492971.94443174085,0.9058706041193065
43.0,central heating with own meter,2.0,novel,0.0,414209.56216779375,600000.0,1.0,1,Budapest,2016-03-23,1,0,0,1,306043,206.0,flat,south-west,Budapest I.,55.0,0.5,658078.9617838836,33.0,,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,2016-03-23,2016,3,23,408,south-west,0,0,0,0,0,1,0,I,0.5,0.5,0.5,744870.8310427188,0.883480644372477
12.0,"gas furnace, circulating hot water",1.0,novel,3.0,440687.23973408894,452727.2727272727,1.0,7,Budapest,2016-07-06,1,0,0,0,377656,5.0,flat,east,Budapest VII.,55.0,3,466716.39712174155,24.9,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.0,2016-07-06,2016,7,6,513,east,0,0,0,0,0,0,0,VII,3.0,3.0,3.0,588140.3852316181,0.7935459098561001
5.0,district heating,2.0,good,0.0,403870.65949904994,252727.27272727274,1.0,3,Budapest,2016-02-11,2,0,1,1,275059,47.0,flat,south,Budapest III.,55.0,2,284286.7929991575,13.9,2.0,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,2016-02-11,2016,2,11,367,south,0,0,0,1,0,0,0,III,2.0,10.0,2.0,321677.8207773518,0.8837624935165351
106.0,"gas furnace, circulating hot water",0.0,good,12.0,359489.0285307838,266666.6666666667,1.0,20,Budapest,2015-08-19,1,0,0,0,141254,100.0,flat,south-east,Budapest XX.,30.0,0,337000.0528514005,8.0,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0,2015-08-19,2015,8,19,191,south-east,0,0,0,0,1,0,0,XX,0.0,0.0,0.0,383837.66500120255,0.8779754661396888
48.0,konvection gas burner,0.0,good,0.0,435643.87257860415,448000.0,1.0,13,Budapest,2016-06-16,1,0,3,0,367831,422.0,flat,south-west,Budapest XIII.,25.0,3,467189.723356945,11.2,3,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0,2016-06-16,2016,6,16,493,south-west,0,0,0,0,0,1,0,XIII,3.0,3.0,3.0,528198.1686174037,0.8844970526494769
10.0,"gas furnace, circulating hot water",0.0,missing_info,0.0,403366.32278350147,433333.3333333333,1.0,0,Budapest,2016-02-09,1,0,3,0,272069,162.0,flat,,Budapest XIV.,30.0,2,488055.64322983666,13.0,3,6,missing_info,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0,2016-02-09,2016,2,9,365,south-west,0,0,0,0,0,1,0,XIV,2.0,3.0,2.0,584635.5602621352,0.8348032114416806
43.0,central heating with own meter,0.0,new_construction,2.0,375375.63507056085,385714.28571428574,1.0,0,Budapest,2015-10-21,1,0,3,0,193434,243.0,flat,south,,35.0,2,466816.8473865429,13.5,,7,new_construction,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2015-10-21,2015,10,21,254,south,0,0,0,1,0,0,0,XXIV,2.0,2.0,2.0,563318.3553533951,0.8286909932016817
32.0,central heating with own meter,0.0,novel,0.0,444721.9334584768,430000.0,1.0,18,Budapest,2016-07-22,1,0,3,1,384679,228.0,flat,south-west,Budapest XVIII.,30.0,2,439265.18495273584,12.9,6,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18.0,2016-07-22,2016,7,22,529,south-west,0,0,0,0,0,1,0,XVIII,2.0,6.0,2.0,494109.5717025134,0.8890035937559261
7.0,"gas furnace, circulating hot water",0.0,good,6.0,437409.05108302383,417777.77777777775,2.0,14,Budapest,2016-06-23,1,0,0,0,371607,134.0,flat,north-east,Budapest XIV.,45.0,1,433914.78386781726,18.8,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.0,2016-06-23,2016,6,23,500,north-east,0,1,0,0,0,0,0,XIV,1.0,1.0,1.0,499088.42058990046,0.8694146487208603
1.0,konvection gas burner,0.0,to_be_renovated,0.0,399331.6290591136,266666.6666666667,1.0,14,Budapest,2016-01-24,1,0,0,0,258769,90.0,flat,east,Budapest XIV.,30.0,0,303376.47408449854,8.0,,5,to_be_renovated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.0,2016-01-24,2016,1,24,349,east,0,0,0,0,0,0,0,XIV,0.0,0.0,0.0,388919.3387808666,0.7800498556731156
25.0,konvection gas burner,0.0,good,0.0,332759.18260671437,315000.0,2.0,0,Budapest,2015-05-05,1,0,1,0,59643,48.0,flat,north-west,Budapest III.,60.0,0,430058.3477845406,18.9,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,2015-05-05,2015,5,5,85,north-west,0,0,1,0,0,0,0,III,0.0,0.0,0.0,467228.3732991041,0.9204457014198312
42.0,central heating with own meter,0.0,novel,4.0,343854.5903487809,445454.54545454547,2.0,0,Budapest,2015-06-18,1,0,0,1,94951,148.0,flat,north-east,Budapest XIII.,55.0,5,588539.2691206307,24.5,,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13.0,2015-06-18,2015,6,18,129,north-east,0,1,0,0,0,0,0,XIII,5.0,5.0,5.0,626923.8162918851,0.9387731871500903
6.0,central heating,1.0,medium,0.0,370080.09955730184,337500.0,1.0,0,Budapest,2015-09-30,1,0,2,0,174043,188.0,flat,,Budapest IX.,40.0,2,414309.52897522616,13.5,4,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,2015-09-30,2015,9,30,233,south-west,0,0,0,0,0,1,0,IX,2.0,4.0,2.0,449764.01950136607,0.9211709052105885
79.0,konvection gas burner,0.0,medium,0.0,336289.5396155537,214285.7142857143,1.0,0,Budapest,2015-05-19,1,0,1,0,71157,283.0,flat,north-west,Budapest VIII.,35.0,0,289485.4481476579,7.5,3,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,2015-05-19,2015,5,19,99,north-west,0,0,1,0,0,0,0,VIII,0.0,3.0,0.0,333553.0269930947,0.8678843383833267
28.0,"gas furnace, circulating hot water",1.0,renewed,0.0,312081.3772692267,375000.0,2.0,3,Budapest,2015-02-12,1,0,2,1,2836,97.0,flat,,Budapest III.,60.0,2,545896.4762201809,22.5,4,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0,2015-02-12,2015,2,12,3,east,0,0,0,0,0,0,0,III,2.0,4.0,2.0,595018.305378891,0.9174448437726118
89.0,"gas furnace, circulating hot water",0.0,renewed,1.0,341837.24348658696,353333.3333333333,2.0,0,Budapest,2015-06-10,1,0,1,0,89049,1532.0,flat,south-east,Budapest XIV.,45.0,3,469582.7230579176,15.9,4,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14.0,2015-06-10,2015,6,10,121,south-east,0,0,0,0,1,0,0,XIV,3.0,4.0,3.0,503769.2269201612,0.9321385625889738
2.0,district heating,2.0,novel,0.0,429591.8319920224,254545.45454545456,1.0,0,Budapest,2016-05-23,2,0,0,1,351259,8.0,flat,,Budapest XXI.,55.0,1,269188.3174637049,14.0,,2,novel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21.0,2016-05-23,2016,5,23,469,east,0,0,0,0,0,0,0,XXI,1.0,1.0,1.0,286939.60230180155,0.9381358143118009
76.0,"gas furnace, circulating hot water",1.0,renewed,0.0,355958.6715219444,647500.0,1.0,5,Budapest,2015-08-05,1,0,3,1,130939,1032.0,flat,,Budapest V.,40.0,4,826393.8425763681,25.9,4,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,2015-08-05,2015,8,5,177,west,0,0,0,0,0,0,1,V,4.0,4.0,4.0,894796.1663331682,0.9235554125839526
13.0,konvection gas burner,0.0,good,0.0,375375.63507056085,367142.85714285716,2.0,11,Budapest,2015-10-21,1,0,3,0,193415,24.0,flat,west,Budapest XI.,70.0,2,444340.4806605241,25.7,3,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.0,2015-10-21,2015,10,21,254,west,0,0,0,0,0,0,1,XI,2.0,3.0,2.0,471328.7650493632,0.9427400014806808
108.0,district heating,1.0,good,0.0,366297.5741906882,282222.22222222225,1.0,14,Budapest,2015-09-15,2,0,2,1,161529,242.0,flat,,Budapest XIV.,45.0,,350029.0116812643,12.7,,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.0,2015-09-15,2015,9,15,218,south-west,0,0,0,0,0,1,0,XIV,10.0,10.0,2.0,369546.88226402533,0.947184318094676
90.0,konvection gas burner,0.0,medium,0.0,395044.76697695156,300000.0,1.0,9,Budapest,2016-01-07,1,0,0,0,245259,437.0,flat,,Budapest IX.,40.0,3,345002.16357535275,12.0,,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0,2016-01-07,2016,1,7,332,south-west,0,0,0,0,0,1,0,IX,3.0,3.0,3.0,392521.2004711467,0.8789389290597389
3.0,konvection gas burner,0.0,good,0.0,364280.2273284943,365714.28571428574,1.0,13,Budapest,2015-09-07,1,0,0,0,154425,21.0,flat,east,Budapest XIII.,35.0,1,456092.7864428359,12.8,,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0,2015-09-07,2015,9,7,210,east,0,0,0,0,0,0,0,XIII,1.0,1.0,1.0,486821.70602434326,0.9368784932938655
20.0,district heating,2.0,novel,2.0,442704.5865962829,294000.0,1.0,0,Budapest,2016-07-14,2,0,2,1,381512,58.0,flat,,Budapest XIX.,50.0,4,301703.3872559554,14.7,4.0,2,novel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19.0,2016-07-14,2016,7,14,521,south-east,0,0,0,0,1,0,0,XIX,4.0,10.0,4.0,319101.2658020588,0.94547850350147
39.0,central heating,2.0,novel,0.0,428583.15856092545,445454.54545454547,1.0,8,Budapest,2016-05-19,1,0,0,0,348809,27.0,flat,south,Budapest VIII.,55.0,2,472188.24455715786,24.5,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,2016-05-19,2016,5,19,465,south,0,0,0,1,0,0,0,VIII,2.0,2.0,2.0,503356.8472117716,0.9380785166085155
40.0,konvection gas burner,1.0,novel,0.0,440687.23973408894,433333.3333333333,2.0,0,Budapest,2016-07-06,1,0,0,0,377626,153.0,flat,,Budapest III.,60.0,3,446723.1913548129,26.0,,2,novel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,2016-07-06,2016,7,6,513,east,0,0,0,0,0,0,0,III,3.0,3.0,3.0,563945.0196119982,0.7921396161316655
20.0,district heating,1.0,good,0.0,371593.10970394727,233333.33333333334,2.0,4,Budapest,2015-10-06,2,0,2,0,179027,46.0,flat,,Budapest IV.,60.0,2,285269.9394696288,14.0,,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,2015-10-06,2015,10,6,239,east,0,0,0,0,0,0,0,IV,2.0,2.0,2.0,306520.24036741746,0.9306724382301264
11.0,konvection gas burner,0.0,medium,0.0,406644.5114345666,265000.0,2.0,0,Budapest,2016-02-22,1,0,1,0,283428,34.0,flat,south-east,Budapest VIII.,60.0,3,296058.70568513765,15.9,3,4,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.0,2016-02-22,2016,2,22,378,south-east,0,0,0,0,1,0,0,VIII,3.0,3.0,3.0,320106.94071691873,0.9248743717398876
3.0,district heating,0.0,good,0.0,433122.1890008617,414285.71428571426,1.0,13,Budapest,2016-06-06,1,0,2,0,360759,131.0,flat,south-west,Budapest XIII.,35.0,1,434546.6454349288,14.5,3,1,good,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,2016-06-06,2016,6,6,483,south-west,0,0,0,0,0,1,0,XIII,1.0,3.0,1.0,517335.29926179064,0.8399709937732903
142.0,konvection gas burner,1.0,renewed,0.0,368314.92105288216,281538.46153846156,2.0,7,Budapest,2015-09-23,1,0,3,0,168950,561.0,flat,south-west,Budapest VII.,65.0,0.5,347268.4247207297,18.3,,3,renewed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.0,2015-09-23,2015,9,23,226,south-west,0,0,0,0,0,1,0,VII,0.5,0.5,0.5,462994.5217450518,0.7500486688521841
35.0,central heating,1.0,good,0.0,366801.91090623674,288000.0,1.0,0,Budapest,2015-09-17,0,0,1,0,163771,480.0,flat,,Budapest IV.,50.0,1,356703.83237716637,14.4,4,1,good,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2015-09-17,2015,9,17,220,east,0,0,0,0,0,0,0,IV,1.0,4.0,1.0,421715.82702616265,0.8458393295137984
9.0,district heating,1.0,novel,0.0,428078.821845377,397777.77777777775,1.0,13,Budapest,2016-05-17,0,0,0,1,347201,20.0,flat,west,Budapest XIII.,45.0,10,422146.9458881873,17.9,,2,novel,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13.0,2016-05-17,2016,5,17,463,west,0,0,0,0,0,0,1,XIII,10.0,10.0,10.0,535398.7599807068,0.788472027659159
11.0,district heating,1.0,to_be_renovated,0.0,380419.00222604565,244444.44444444444,1.0,0,Budapest,2015-11-10,1,0,0,1,208991,48.0,flat,south,Budapest X.,45.0,4,291920.66948114126,11.0,,5,to_be_renovated,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.0,2015-11-10,2015,11,10,274,south,0,0,0,1,0,0,0,X,4.0,4.0,4.0,375291.0276768301,0.7778514484831207
45.0,central heating with own meter,0.0,novel,7.0,394036.0935458546,538461.5384615385,2.0,0,Budapest,2016-01-03,1,0,3,1,241886,588.0,flat,south-west,Budapest XI.,65.0,4,620819.800611881,35.0,7,2,novel,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11.0,2016-01-03,2016,1,3,328,south-west,0,0,0,0,0,1,0,XI,4.0,7.0,4.0,657090.5119243833,0.9448010423917423
